DTR,PT_TENEMENT_NUMBER,PROPERTY_TYPE,USAGE_CODE,BUILDING_TYPE,COUNT_OF_FLOOR,CONST_YR,AREA,ADDRESS,Meter No.,Account No. ,Latitude,Longittude
Adarsh Estate,04292143730001Q,NON-RESIDENTIAL,0100,FACTORY-A,4,2005 ~ 2018 ~ 2018 ~ 2018,133.6,"C/15-ADARSH (ODHAV) IND ESTATE -II NR SHMASHAN GRUH OPP HARIDHAM ESTATE ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,382415",,,23.031185,72.620588
Adarsh Estate,04292143760001V,NON-RESIDENTIAL,0100,FACTORY-A,5,2005 ~ 2013 ~ 2018 ~ 2018 ~ 2018,109.82,"C-16. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV ,",,,23.0213423,72.6682089
Adarsh Estate,04292143810001V,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2018,70.39,"SHED NO. B/12. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292143860001O,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2018,135.35,"B/13. ADARSH ESTATE ODHAV AHD. ,",,,23.0223705,72.6657466
Adarsh Estate,04292143910001O,NON-RESIDENTIAL,0078,REPAIRING WORK,3,2018 ~ 2005 ~ 2013,77.64,"C-19. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0213423,72.6682089
Adarsh Estate,04292143920001I,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2018,135.35,"B/14. ADARSH-2. IND. ESTATE ODHAV AHD. ,",,,23.020813,72.6665742
Adarsh Estate,04292143930001C,NON-RESIDENTIAL,0100,FACTORY-A,3,2005 ~ 2013 ~ 2018,90.95,"C/3. ADARSH-2. IND. ESTATE ODHAV AHD. ,",,,23.020813,72.6665742
Adarsh Estate,04292143960001H,NON-RESIDENTIAL,0100,FACTORY-A,4,2005 ~ 2018 ~ 2018 ~ 2018,85.9,"C-20. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV ,",,,23.0213423,72.6682089
Adarsh Estate,04292143980001S,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2018,69.75,"C/5. ADARSH-2. IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292144010001A,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2005 ~ 2018,76.66,"C-21. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV ,",,,23.0213423,72.6682089
Adarsh Estate,04292144060001Q,NON-RESIDENTIAL,0340,SHOP,2,2005 ~ 2018,74.44,"C-22. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0213423,72.6682089
Adarsh Estate,04292144080001E,NON-RESIDENTIAL,0100,FACTORY-A,3,2005 ~ 2018 ~ 2018,74,"C/9. ADARSH-2. IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292144110001Q,NON-RESIDENTIAL,0100,FACTORY-A,5,2005 ~ 2005 ~ 2013 ~ 2013 ~ 2018,139.81,"C-23. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV ,",,,23.0213423,72.6682089
Adarsh Estate,04292144130001E,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2013,62.53,"C/10. ADARSH-2. IND. ESTATE ODHAV AHD. ,",,,23.020813,72.6665742
Adarsh Estate,04292144180001U,NON-RESIDENTIAL,0100,FACTORY-A,3,2005 ~ 2018 ~ 2018,80.05,"C/11. ADARSH-2. IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292144230001U,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2018,72.15,"C/12. ADARSH-2. IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292144310001C,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2005,56.12,"C-27. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV ,",,,23.0213423,72.6682089
Adarsh Estate,04292144330001N,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2018,74,"C/14. ADARSH-2. IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292144410001S,NON-RESIDENTIAL,0078,REPAIRING WORK,3,2005 ~ 2005 ~ 2013,66.57,"C/29. ADARSH-2. IND. ESTATE B/H ASHISH MANGLAM CINEMA OPP. HAREKRISHNA SOC. ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0213423,72.6682089
Adarsh Estate,04292146060001A,NON-RESIDENTIAL,0100,FACTORY-A,2,2005 ~ 2005,69.51,"SHED NO. D/1. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146060002V,NON-RESIDENTIAL,0100,FACTORY-A,1,2018,40.38,"SHED NO. D/1. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,382415",,,23.055777,72.6334151
Adarsh Estate,04292146110001A,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2007 ~ 2007,52.92,"SHED NO. D/2. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292146160001Q,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"D/3. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292146170001K,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"D/4. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292146210001Q,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. D/5. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146260001J,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. D/6. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146310001J,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. D/7. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146360001C,NON-RESIDENTIAL,0078,REPAIRING WORK,4,2007 ~ 2007 ~ 2018 ~ 2018,140.28,"SHED NO. D/8. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292146410001C,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,65.67,"SHED NO. D/9. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146460001S,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,65.67,"SHED NO. D/10. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146500001B,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,94.08,"D/11. ADARSH 2. ESTETA ODHAV AHD. ,",,,23.0223705,72.6657466
Adarsh Estate,04292146510001S,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,94.08,"SHED NO. D/12. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292146560001L,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. D/13. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146610001L,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2007 ~ 2007,52.92,"SHED NO. D/14. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,042921466300019,NON-RESIDENTIAL,0100,FACTORY-A,3,2009 ~ 2009 ~ 2018,260.57,"SHED NO. D/16. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292146660001E,NON-RESIDENTIAL,0100,FACTORY-A,3,2010 ~ 2007 ~ 2010,217.85,"D/15. ADARSH ESTATE VIBHAG-2. NR. SNASANGRUH ODHAV AHD. ,",,,23.0223705,72.6657466
Adarsh Estate,04292146810001U,NON-RESIDENTIAL,0100,FACTORY-A,4,2018 ~ 2007 ~ 2018 ~ 2018,149.41,"D/17. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292146860001N,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2018 ~ 2018 ~ 2018,149.41,"D/18. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292146910001N,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,94.08,"D/19. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292146960001G,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,94.08,"D/20. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,042921470100019,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"D/21. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292147060001P,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,78.56,"D/22. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0323849,72.5329378
Adarsh Estate,04292147090001U,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"D/23. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292147110001P,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2013 ~ 2013,104.96,"SHED NO. D/24. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147160001I,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2013 ~ 2013,104.96,"SHED NO. D/25. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147210001I,NON-RESIDENTIAL,0089,WORK-SHOP,3,2007 ~ 2007 ~ 2007,109.94,"D/26. ADARSH ESTATE 2. ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0223705,72.6657466
Adarsh Estate,04292147260001B,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. D/27. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147310001B,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,94.72,"SHED NO. D/28. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147360001R,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2007,128.74,"SHED NO. D/29. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147410001R,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,78.74,"D/30. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292147460001K,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,71.97,"SHED NO. E/1. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292147510001K,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"E/2. ADARSH ESTATE 2. NR. SMASHANGRUH ODHAV AHM ,",,,23.0223705,72.6657466
Adarsh Estate,04292147560001D,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. E/3. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147610001D,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2018 ~ 2018,134.36,"E/4. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292147660001T,NON-RESIDENTIAL,0089,WORK-SHOP,2,2007 ~ 2007,52.92,"SHED NO. E/5. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147710001T,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,81.22,"SHED NO. E/6. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292147760001M,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,81.22,"SHED NO. E/7. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292147810001M,NON-RESIDENTIAL,0100,FACTORY-A,3,2018 ~ 2007 ~ 2018,95.37,"SHED NO. E/8. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,382418",,,23.055777,72.6334151
Adarsh Estate,04292147860001F,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,75.46,"SHED NO. E/9. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147910001F,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. E/10. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292147960001V,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. E/11. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292148010001O,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2017 ~ 2018,158.67,"E/12. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0223705,72.6657466
Adarsh Estate,04292148060001H,NON-RESIDENTIAL,0100,FACTORY-A,4,2018 ~ 2018 ~ 2007 ~ 2018,136.53,"SHED NO. E/13. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292148110001H,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.92,"SHED NO. E/14. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292148160001A,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2013 ~ 2007,252.45,"SHED NO. E/15. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292148210001A,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2013 ~ 2013,195.37,"SHED NO. E/16. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292148260001Q,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.89,"E/17. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292148310001Q,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2006 ~ 2006,52.89,"SHED NO. E/18. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292148360001J,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2006 ~ 2006,52.89,"SHED NO. E/19. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292148410001J,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.89,"E/20. ADARSH ESTATE 2. ODHAV AHM ,",,,23.0223705,72.6657466
Adarsh Estate,04292148460001C,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.89,"E/21. ADARSH ESTATE 2. NR. SMASHANGRUH ODHAV AHM ,",,,23.0223705,72.6657466
Adarsh Estate,04292148510001C,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,64.64,"SHED NO. E/22. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292148530001N,NON-RESIDENTIAL,0100,FACTORY-A,2,2009 ~ 2009,52.89,"SHED NO. E/25. ADARSH IND ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,382415",,,23.049265,72.6225332
Adarsh Estate,04292148560001S,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.89,"E/23. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292148580001G,NON-RESIDENTIAL,0100,FACTORY-A,3,2009 ~ 2009 ~ 2018,92.88,"E/24. ADARSH IND. ESTATE VIBHAG-2 NR SMASHAN GRUH ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0703927,72.6521795
Adarsh Estate,04292148760001E,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2007 ~ 2007,52.89,"SHED NO. E/26. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292148810001E,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,92.88,"SHED NO. E/27. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292148860001U,NON-RESIDENTIAL,0340,SHOP,3,2007 ~ 2007 ~ 2013,63.51,"SHED NO. E/28. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292148910001U,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,52.89,"E/29. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292148960001N,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,92.88,"E/30. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292149010001G,NON-RESIDENTIAL,0183,COMM. OFFICE,3,2007 ~ 2007 ~ 2018,44.39,"SHED NO. F/1. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292149010002E,NON-RESIDENTIAL,0373,GODOWN,1,2013,73.75,"SHED NO. F/1. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,042921490600019,NON-RESIDENTIAL,0333,SHOP-GODOWN,3,2007 ~ 2007 ~ 2018,44.39,"SHED NO. F/2. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",USS 0017113,75101133809,,
Adarsh Estate,042921491100019,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2018 ~ 2018,49.08,"F/3. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292149160001P,NON-RESIDENTIAL,0100,FACTORY-A,3,2018 ~ 2018 ~ 2007,68.17,"F/4. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",USS 0020686,75101223395,23.0318833,72.6831136
Adarsh Estate,04292149210001P,NON-RESIDENTIAL,0100,FACTORY-A,2,2018 ~ 2007,68.17,"F/5. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292149260001I,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2013 ~ 2018,49.69,"F/6. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292149310001I,NON-RESIDENTIAL,0100,FACTORY-A,1,2007,30.69,"F/7. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292149360001B,NON-RESIDENTIAL,0100,FACTORY-A,1,2007,30.69,"F/8. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292149410001B,NON-RESIDENTIAL,0078,REPAIRING WORK,3,2007 ~ 2007 ~ 2013,40.19,"SHED NO. F/9. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292149460001R,NON-RESIDENTIAL,0100,FACTORY-A,2,2018 ~ 2007,90.38,"F/10. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292149510001R,NON-RESIDENTIAL,0100,FACTORY-A,2,2018 ~ 2007,90.43,"F/11. ADARSH IND. ESTATE ODHAV AHD. AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.0318833,72.6831136
Adarsh Estate,04292149560001K,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2013,120.5,"SHED NO. F/12. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292149610001K,NON-RESIDENTIAL,0078,REPAIRING WORK,4,2007 ~ 2013 ~ 2007 ~ 2018,149.49,"SHED NO. F/13. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292149660001D,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2007 ~ 2007,62.85,"SHED NO. F/14. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292149710001D,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,62.85,"F/15. ADARSH ESTATE VIBHAG 2. NR. SMASHANGRUH ODHAV ,",,,23.0223705,72.6657466
Adarsh Estate,04292149760001T,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,62.98,"SHED NO. F/16. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292149810001T,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2013,75.86,"SHED NO. F/17. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,23.0214633,72.6654242
Adarsh Estate,04292149860001M,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,62.98,"SHED NO. F/18. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292149910001M,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,62.98,"SHED NO. F/19. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292149960001F,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2013 ~ 2013,110.86,"SHED NO. F/20. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150010001A,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,112.8,"SHED NO. F/21. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150060001Q,NON-RESIDENTIAL,0100,FACTORY-A,3,2007 ~ 2007 ~ 2018,112.8,"SHED NO. F/22. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150110001Q,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,62.98,"SHED NO. F/23. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150160001J,NON-RESIDENTIAL,0333,SHOP-GODOWN,3,2007 ~ 2007 ~ 2013,109.76,"F/24. ADARSH IND. ESTATE ODHAV AHD. ,",,,23.0249514,72.6729322
Adarsh Estate,04292150210001J,NON-RESIDENTIAL,0100,FACTORY-A,5,2007 ~ 2007 ~ 2013 ~ 2018 ~ 2018,158.28,"SHED NO. F/25. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,382415",,,23.055777,72.6334151
Adarsh Estate,04292150260001C,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,61.18,"SHED NO. F/26. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,382418",,,23.055777,72.6334151
Adarsh Estate,04292150310001C,NON-RESIDENTIAL,0078,REPAIRING WORK,4,2007 ~ 2007 ~ 2018 ~ 2018,159.69,"SHED NO. F/27. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150360001S,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2013 ~ 2018,160.54,"SHED NO. F/28. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292150410001S,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2007 ~ 2018,142.67,"SHED NO. F/29. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV AHMEDABAD AHMEDABAD GUJARAT INDIA,0",,,23.055777,72.6334151
Adarsh Estate,04292150460001L,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2007 ~ 2013,148.12,"SHED NO. F/30. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150510001L,NON-RESIDENTIAL,0078,REPAIRING WORK,2,2007 ~ 2007,63.85,"SHED NO. F/31. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150560001E,NON-RESIDENTIAL,0100,FACTORY-A,2,2007 ~ 2007,63.85,"SHED NO. F/32. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,,
Adarsh Estate,04292150610001E,NON-RESIDENTIAL,0100,FACTORY-A,4,2007 ~ 2007 ~ 2007 ~ 2013,124.2,"SHED NO. F/33. ADARSH ESTATE 2. NR. SMASHAN GRUH ODHAV ,",,,23.0249514,72.6729322
